year,month,전국,수도권,서울,강북지역,강남지역,경기,인천,부산,대구,광주,대전,울산,강원,충북,충남,전북,전남,경북,경남,제주
2019,6,88.49,86.58,90.52,92.5,88.87,85.27,82.75,90.31,88.19,95.52,78.3,79.18,95.36,92.92,87.7,97.77,96.11,96.11,95.04,96.9
2019,7,88.26,86.43,90.53,92.51,88.9,85,82.7,89.94,88.22,95.37,78.37,78.67,94.76,92.43,87.73,97.44,96.09,95.79,94.23,96.48
2019,8,88.14,86.44,90.67,92.59,89.07,84.98,82.57,89.67,88.32,95.27,78.66,78.27,93.95,92.05,87.67,97.14,96.08,95.44,93.54,96.08
2019,9,88.12,86.58,90.82,92.69,89.26,85.11,82.7,89.42,88.43,95.22,79.04,78.04,93.36,91.73,87.69,96.7,96.08,95.24,93.08,95.6
2019,10,88.25,86.9,91.14,92.91,89.67,85.47,82.86,89.29,88.81,95.24,79.26,78.15,93.1,91.45,87.79,96.53,96.11,94.97,92.73,95.17
2019,11,88.46,87.28,91.51,93.13,90.16,85.89,83.07,89.24,89.18,95.27,79.67,78.43,92.84,91.3,87.99,96.28,96.17,94.83,92.63,94.79
2019,12,88.77,87.76,92.05,93.4,90.92,86.38,83.39,89.47,89.44,95.3,80.18,78.88,92.74,91.31,88.17,96.15,96.22,94.59,92.67,94.49
2020,1,89.16,88.29,92.71,93.66,91.9,86.89,83.74,89.65,89.9,95.34,81.05,79.53,92.72,91.39,88.44,96.1,96.31,94.51,92.75,94.5
2020,2,89.46,88.72,92.93,93.85,92.16,87.43,84.13,89.74,90.22,95.39,81.82,80.2,92.74,91.46,88.6,96.03,96.42,94.43,92.88,94.22
2020,3,89.74,89.09,93.08,94.01,92.31,87.87,84.72,89.73,90.3,95.4,82.63,80.8,92.8,91.58,88.72,96.03,96.44,94.39,93.03,93.99
2020,4,89.91,89.34,93.19,94.1,92.41,88.07,85.5,89.67,90.31,95.4,82.99,81.21,92.8,91.62,88.77,96.04,96.53,94.31,93.2,93.84
2020,5,90.04,89.53,93.24,94.14,92.49,88.31,85.81,89.64,90.36,95.39,83.3,81.43,92.85,91.79,88.85,96.04,96.63,94.29,93.26,93.63
2020,6,90.41,90.01,93.46,94.31,92.75,88.93,86.3,89.66,90.53,95.4,84.62,82.08,92.96,92.67,89.04,96.04,96.77,94.27,93.49,93.5
2020,7,90.87,90.57,93.88,94.65,93.23,89.66,86.52,89.79,90.63,95.44,85.47,83.01,93.24,93.16,89.69,96.11,96.96,94.44,93.75,93.4
2020,8,91.49,91.31,94.49,95.14,93.95,90.58,86.74,90.02,90.84,95.51,86.61,84.18,93.49,93.69,90.39,96.24,97.21,94.71,94.13,93.31
2020,9,92.24,92.18,95.06,95.65,94.56,91.67,87.39,90.36,91.31,95.71,87.82,85.86,94,94.25,91.18,96.44,97.39,94.98,94.53,93.29
2020,10,92.9,92.92,95.51,96.09,95.02,92.54,88.25,90.88,91.74,95.87,88.86,87.27,94.58,94.88,91.84,96.61,97.65,95.13,94.81,93.26
2020,11,93.84,93.93,96.26,96.57,96,93.53,89.95,91.94,92.64,96.27,89.94,89.11,95.34,95.63,92.92,96.93,97.91,95.5,95.61,93.27
2020,12,95.27,95.18,97.18,97.33,97.06,94.86,91.64,94.22,94.21,97.55,91.91,92.54,96.14,96.37,94.33,97.52,98.27,96.1,97.39,93.49
2021,1,96.31,96.12,97.9,97.94,97.86,95.88,92.82,95.74,95.27,98.16,93.83,94.66,97.02,96.84,95.57,97.85,98.56,96.93,98.31,93.88
2021,2,97.27,97.13,98.48,98.47,98.5,97.07,94.03,96.82,96.53,98.6,95.44,96.17,97.82,97.35,96.69,98.17,98.79,97.74,98.79,94.53
2021,3,97.94,97.83,98.86,98.84,98.88,97.82,95.32,97.52,97.61,98.94,96.6,97.02,98.38,97.88,97.43,98.51,99.04,98.23,99.28,95.04
2021,4,98.47,98.34,99.1,99.19,99.03,98.32,96.54,98.04,98.37,99.24,97.76,97.71,98.96,98.45,98.24,98.92,99.33,98.66,99.54,95.7
2021,5,99,98.84,99.29,99.5,99.12,98.83,97.77,98.77,99.16,99.49,98.67,98.49,99.43,98.96,98.98,99.35,99.6,99.26,99.7,96.86
2021,6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2021,7,100.87,101.14,100.67,100.56,100.77,101.31,101.53,100.64,100.38,100.47,101.05,101.02,100.46,100.99,100.81,100.66,100.37,100.43,100.52,101.47
2021,8,101.78,102.33,101.4,101.25,101.52,102.72,102.92,101.21,100.65,100.9,102.13,102.22,101.02,102.05,101.57,101.37,100.77,101.05,101.18,102.96
2021,9,102.57,103.35,102.09,101.94,102.22,103.9,104.07,101.71,100.82,101.35,103.02,103.13,101.46,103.09,102.3,102.04,101.19,101.6,101.74,104.14
2021,10,103.46,104.37,102.73,102.56,102.88,105.11,105.25,102.51,100.94,102.01,104.03,104.35,101.89,104.58,103.35,102.78,101.55,102.32,102.62,105.29
2021,11,104.09,105.04,103.22,103.06,103.35,105.84,106.09,103.01,100.98,102.66,104.6,105.45,102.33,105.7,104.28,103.15,101.78,103.07,103.48,105.9
2021,12,104.42,105.32,103.48,103.26,103.66,106.11,106.48,103.31,100.92,103.17,104.66,105.99,102.68,106.58,104.91,103.5,101.94,103.76,104.04,106.56
2022,1,104.49,105.27,103.49,103.26,103.69,106.05,106.34,103.45,100.65,103.57,104.37,106.38,102.92,107.09,105.22,103.78,102.02,104.06,104.44,106.95
2022,2,104.45,105.12,103.38,103.15,103.58,105.92,105.96,103.53,100.24,103.8,104.1,106.46,103.08,107.38,105.43,103.98,102.04,104.27,104.73,107.17
2022,3,104.37,104.93,103.26,103.03,103.45,105.77,105.46,103.6,99.55,103.96,103.62,106.54,103.27,107.67,105.49,104.35,102.01,104.48,105.09,107.29
2022,4,104.33,104.84,103.2,102.98,103.39,105.68,105.27,103.62,98.74,104.1,103.37,106.66,103.47,108.04,105.43,104.78,101.92,104.68,105.45,107.37
2022,5,104.28,104.76,103.17,102.92,103.38,105.63,104.92,103.62,97.8,104.24,103.03,106.75,103.68,108.22,105.31,105.24,101.77,104.88,105.89,107.44
2022,6,104.2,104.64,103.12,102.85,103.36,105.56,104.4,103.6,96.79,104.37,102.67,106.81,103.81,108.46,105.24,105.6,101.65,105.08,106.25,107.61
2022,7,104.03,104.4,103,102.71,103.26,105.31,103.84,103.49,95.97,104.35,102.19,106.76,103.81,108.54,105.11,105.94,101.51,105.26,106.51,107.62
2022,8,103.56,103.75,102.74,102.44,103,104.57,102.66,103.11,95.07,104.17,101.27,106.29,103.79,108.44,104.81,106.07,101.25,105.33,106.54,107.63
2022,9,102.75,102.69,102.05,101.76,102.31,103.36,101.28,102.39,93.88,103.39,100.12,105.57,103.57,108.08,104.33,106.04,100.93,105.24,106.35,107.54
2022,10,101.35,100.79,100.6,100.37,100.81,101.26,99.19,101.2,92.31,102.22,98.55,104.26,102.92,107.3,103.59,105.8,100.4,104.88,105.7,107.39
2022,11,98.96,97.56,97.7,97.51,97.87,97.91,95.61,99.13,89.89,100.28,96.48,101.7,102.14,106.27,102.53,104.71,99.68,103.99,104.3,107.06
2022,12,95.35,92.71,93.01,92.69,93.29,93.06,90.42,96.26,85.8,98.12,93.57,98.68,101.42,104.23,100.92,103.32,98.59,102.27,101.89,105.95
2023,1,92.18,88.4,88.78,88.8,88.75,88.61,86.54,93.33,82.93,96.64,90.96,96.24,100.79,102.89,99.52,102.1,97.07,101.07,99.78,104.91
2023,2,89.77,85.26,85.81,86.43,85.28,85.23,83.96,90.74,80.46,95.37,88.95,93.98,100.28,101.59,98.25,101.12,96.16,100.19,98.24,104.02
2023,3,88.3,83.53,84.11,84.96,83.37,83.46,82.41,89.02,78.62,94.34,87.29,91.67,99.87,100.68,96.94,100.25,95.47,99.48,97.62,103.41
2023,4,87.55,82.75,83.5,84.22,82.88,82.56,81.7,88.06,77.43,93.73,86.62,90.4,99.64,100.24,96.08,99.55,94.92,99.04,97.13,102.68
2023,5,87.21,82.56,83.43,83.94,83,82.34,81.35,87.5,76.53,93.37,86.41,89.61,99.34,99.98,95.55,98.96,94.5,98.68,96.68,102.25
2023,6,87.07,82.56,83.53,83.86,83.25,82.35,81.08,87.16,76.05,93.19,86.32,89.16,99.18,99.91,95.24,98.52,94.13,98.46,96.34,101.81
2023,7,87.06,82.74,83.79,84.05,83.55,82.55,81.02,86.87,75.57,93.04,86.41,88.84,99.13,99.89,95.03,98.33,93.84,98.27,96.16,101.57
2023,8,87.27,83.18,84.26,84.5,84.04,83.01,81.27,86.68,75.51,92.97,86.69,88.76,99.19,99.95,95.03,98.26,93.69,98.26,96.14,101.47
2023,9,87.68,83.94,84.89,85.17,84.64,83.89,81.82,86.54,75.48,92.96,87.15,88.75,99.37,100.22,95.09,98.32,93.71,98.41,96.13,101.38
2023,10,88.16,84.77,85.48,85.78,85.22,84.93,82.25,86.53,75.43,93.12,87.73,88.72,99.62,100.59,95.21,98.49,93.75,98.46,96.26,101.32
2023,11,88.54,85.38,86.15,86.45,85.88,85.64,82.36,86.45,75.31,93.24,88.56,88.77,99.82,100.97,95.48,98.82,93.76,98.42,96.37,101.27
2023,12,88.73,85.72,86.56,86.83,86.32,86.01,82.37,86.26,75.15,93.31,89.17,88.81,99.99,101.34,95.45,99.1,93.7,98.35,96.39,101.2
2024,1,88.81,85.91,86.82,87.12,86.55,86.19,82.44,86.11,74.93,93.27,89.54,88.89,100.03,101.56,95.4,99.34,93.65,98.17,96.34,101.1
2024,2,88.85,86.09,87.01,87.44,86.64,86.35,82.73,85.95,74.57,93.17,89.72,88.99,100.13,101.65,95.26,99.46,93.65,98,96.27,101.01
2024,3,88.93,86.35,87.29,87.81,86.83,86.53,83.27,85.92,74.16,93.17,89.84,89.12,100.2,101.67,95.08,99.65,93.67,97.8,96.06,100.92
2024,4,89.03,86.64,87.56,88.18,87.02,86.79,83.76,85.98,73.95,93.15,89.77,89.23,100.18,101.68,94.97,99.83,93.67,97.66,95.79,100.74
2024,5,89.2,87.02,87.93,88.62,87.32,87.1,84.39,86.06,73.75,93.17,89.67,89.39,100.37,101.7,95.09,100.02,93.73,97.51,95.62,100.58
2024,6,89.35,87.4,88.47,89.27,87.78,87.38,84.86,86.06,73.44,93.1,89.54,89.53,100.63,101.7,95.11,100.08,93.72,97.28,95.46,100.41
2024,7,89.57,87.92,89.24,90.09,88.5,87.76,85.36,86.07,73.19,93.03,89.33,89.64,100.84,101.74,95.05,100.14,93.66,97.11,95.28,100.27
2024,8,89.85,88.51,89.96,90.83,89.21,88.19,86.32,86.16,72.95,93.06,89.2,89.78,101.17,101.76,94.98,100.16,93.64,97,95.27,100.11
2024,9,90.09,89.01,90.48,91.39,89.7,88.59,87.19,86.24,72.76,93.02,89.11,89.9,101.2,101.76,94.99,100.17,93.63,96.93,95.29,99.99
2024,10,90.3,89.42,90.87,91.82,90.06,88.92,88.01,86.37,72.62,93.06,89.02,90.05,101.21,101.81,94.95,100.3,93.61,96.92,95.4,99.81
2024,11,90.42,89.64,91.06,92.05,90.2,89.14,88.37,86.44,72.49,93.19,88.96,90.21,101.11,101.86,94.97,100.35,93.57,96.92,95.52,99.67
